nom_equipement,port,interface_netwk,isis_level,isis_metric
PTN00316,5/1/21,TO_PTN01242_1/1/7,NA,NA
PTN01078,2/2/3,TO_PTN00279_3/1/7,1,100
PTN02447,3/1/20,TO_PTN01409_1/3/3,1,89
PTN00769,1/1/1,TO_PTN00317_2/1/1,1,10
PTN00285,5/1/7,TO_PTN00283_5/1/5,1,130
PTN00189,2/1/3,TO_PTN00191_LAG_20,non trouve,non trouve
PTN00540,2/1/1,TO_PTN00541_1/1/1,1,10
PTN02393,3/1/6,TO_PTN01722_1/1/6,1,100
PTN01437,1/2/6,TO_PTN02343_3/1/3,1,10
PTN00262,1/1/2,TO_PTN01426_Lag-21,1,10
PTN00006,1/1/2,TO_PTN00055_LAG23,1,10
PTN02339,1/1/7,TO_PTN00056_5/1/15,NA,NA
PTN00266,1/1/1,TO_PTN00267_LAG_1,1,11
PTN00645,3/2/6,TO_PTN00831_1/4/2,non trouve,non trouve
PTN00134,2/1/4,TO_PTN00133_LAG_21,1,10
PTN01474,1/1/7,TO_PTN00901_3/1/19,NA,NA
PTN01460,1/4/1,TO_PTN01452_LAG23,1,100
PTN01238,1/1/5,TO_PTN00907_4/1/1,1,10
PTN02332,1/1/5,TO_PTN01823_1/1/8,non trouve,non trouve
PTN00377,1/3/7,TO_PTN02405_1/1/1,non trouve,non trouve
PTN00283,2/1/2,TO_PTN01266_1/2/5,1,10
PTN00509,2/1/3,TO_PTN00508_LAG_20,1,100
PTN00210,4/2/4,TO_PTN01830_1/2/6,1,10
PTN00261,2/1/2,TO_PTN00258_LAG26,1,10
PTN00682,3/1/1,TO_PTN01078_3/1/2,1,100
PTN00871,1/3/7,TO_PTN00330_5/1/23,non trouve,non trouve
PTN01078,3/1/4,TO_PTN00682_3/1/4,1,100
PTN00053,4/1/2,TO_PTN01332_1/1/7,NA,NA
PTN00095,9/2/3,TO_PTN00106_LAG_22,1,10
PTN00320,5/1/20,TO_PTN00780_1/1/7,NA,NA
PTN00353,5/1/21,TO_PTN01148_1/1/7,NA,NA
PTN01141,1/1/7,TO_PTN00013_4/1/14,NA,NA
PTN00615,2/1/1,TO_PTN00616_1/1/1,1,10
PTN00343,4/2/6,TO_PTN00461_3/1/6,1,1000
PTN02167,1/1/8,TO_PTN00125_4/1/14,non trouve,non trouve
PTN01727,1/1/1,TO_PTN00007_LAG25,1,10
PTN00028,4/1/19,TO_PTN01191_1/1/7,NA,NA
PTN00113,1/1/2,TO_PTN00114_LAG_20,1,10
PTN00931,3/1/3,TO_PTN00934_2/2/3,1,645
PTN01182,1/4/8,TO_PTN01013_1/1/7,NA,NA
PTN00126,2/1/2,TO_PTN00127_LAG22_WDM_FTTA,1,10
PTN00135,4/1/2,TO_PTN00109_LAG_21,1,20
PTN00034,1/1/3,TO_PTN00042_LAG_24,1,10
PTN00899,4/2/1,TO_PTN01184_1/1/7,1,100
PTN00052,1/1/2,TO_PTN00053_LAG21,1,10
PTN00103,4/1/2,TO_PTN00447_2/2/3,1,100
PTN00612,4/1/10,TO_PTN00827_1/4/6,1,200
PTN01135,1/3/7,TO_PTN00767_4/2/2,1,1000
PTN00016,3/1/1,TO_PTN00014_3/1/1,1,11
PTN00013,1/1/3,TO_PTN00012_LAG20,1,10
PTN00021,8/1/4,TO_PTN00132_LAG22,1,20
PTN00012,4/2/2,TO_PTN01900_1/1/1,NA,NA
PTN00024,2/1/1,TO_PTN00020_LAG_24_WDM_FTTA,1,10
PTN00097,1/1/1,TO_PTN00099_LAG20,1,10
PTN00462,4/1/4,TO_PTN00111_LAG21,1,10
PTN02364,bundle-ppp-1/2.11,TO_PTN02169_bundle-ppp-1/2/1,NA,NA
PTN01449,3/1/2,TO_PTN01454_1/2/1,1,100
PTN00608,3/2/12,TO_PTN01170_1/4/1,1,1000
PTN01412,1/2/5,TO_PTN00927_3/2/14,1,100
PTN02357,1/4/1,TO_PTN00616_4/1/1,1,1000
PTN01845,1/3/4,TO_PTN01082_4/1/24,1,1000
PTN01402,4/2/12,TO_PTN02372_1/1/2,NA,NA
PTN01181,1/1/7,TO_PTN00103_4/1/19,NA,NA
PTN00215,1/1/1,TO_PTN00209_LAG21,1,10
PTN01441,1/2/3,TO_PTN01856_1/1/7,1,1000
PTN01107,1/1/7,TO_PTN00663_3/2/9,NA,NA
PTN00278,1/1/2,TO_PTN01452_LAG22,1,10
PTN00002,1/1/3,TO_PTN00007_LAG22,1,10
PTN01848,1/2/7,TO_PTN01847_1/2/8,1,200
PTN02279,1/1/7,TO_PTN00910_3/2/12,NA,NA
PTN01444,3/2/5,TO_PTN00296_2/2/6,1,100
PTN00899,2/1/4,TO_PTN02262_1/1/6,1,10
PTN00350,5/1/1,TO_PTN01419_1/2/1,1,100
PTN00419,1/1/7,TO_PTN00273_4/1/21,NA,NA
PTN01865,3/2/11,TO_PTN01048_1/3/8,NA,NA
PTN00122,1/1/4,TO_PTN02295_LAG-21,1,10
PTN00095,1/2/6,TO_PTN00278_3/1/5,1,645
PTN00021,6/2/4,TO_PTN02322_1/1/1,NA,NA
PTN01403,2/1/4,TO_PTN00648_LAG_20,1,10
PTN02323,3/1/22,TO_PTN01451_LAG15,1,50
PTN00825,2/1/1,TO_PTN02377_LAG_22,1,10
PTN00004,2/1/4,TO_PTN02360_LAG23,1,10
PTN00340,5/1/21,TO_PTN01127_1/1/7,NA,NA
PTN00541,1/1/1,TO_PTN00540_2/1/1,1,10
PTN00265,1/1/1,TO_PTN00269_LAG_20,1,10
PTN00889,1/1/7,TO_PTN00130_4/1/22,NA,NA
PTN00107,2/2/1,TO_PTN00101_3/2/1,1,100
PTN00906,2/1/2,TO_PTN00905_LAG_21,1,10
PTN00028,1/1/1,TO_PTN00026_LAG24_WDM_FTTA,1,10
PTN00650,2/1/4,TO_PTN00111_LAG28,1,10
PTN00209,1/1/9,TO_PTN00210_LAG20,1,11
PTN02366,1/1/8,TO_PTN01829_1/1/2,1,100
PTN00125,4/2/6,TO_PTN02276_1/1/1,NA,NA
PTN00538,1/1/3,TO_PTN00767_LAG_21,1,10
PTN00264,1/1/4,TO_PTN00265_LAG_21,1,10
PTN00342,2/1/3,TO_PTN00503_LAG_20,1,10
PTN00452,1/1/7,TO_PTN00325_5/2/13,non trouve,non trouve
PTN02463,3/2/1,TO_PTN00182_LAG20,1,10
PTN00096,10/1/9,TO_PTN01322_1/2/5,1,10
PTN00251,8/1/2,TO_PTN00900_LAG_23,1,10
PTN01812,1/2/7,TO_PTN02329_1/1/2,1,100
PTN00284,2/1/2,TO_PTN00685_LAG20,1,10
PTN00267,1/1/1,TO_PTN00266_LAG_1,1,11
PTN00359,1/1/7,TO_PTN00107_3/1/11,NA,NA
PTN02345,2/1/1,TO_PTN01448_2/1/1,1,100
PTN01858,1/3/7,TO_PTN01458_3/1/24,non trouve,non trouve
PTN00055,3/2/5,TO_PTN00377_1/4/2,non trouve,non trouve
PTN00680,3/2/3,TO_PTN00918_3/1/7,1,100
PTN00337,2/1/3,TO_PTN01407_LAG20,1,10
PTN00038,2/1/3,TO_PTN00037_LAG21_WDM_FTTA,1,10
PTN01461,1/1/2,TO_PTN00893_LAG20,1,100
PTN00058,4/2/1,TO_PTN00055_LAG22,1,10
PTN00278,3/2/5,TO_PTN00279_3/1/4,1,100
PTN01081,2/1/2,TO_PTN00606_LAG_21,1,10
PTN02372,1/1/1,TO_PTN01402_4/2/11,1,110
PTN00692,4/1/1,TO_PTN00862_1/3/7,1,100
PTN01226,2/1/2,TO_PTN00126_LAG23,1,40
PTN01075,1/1/4,TO_PTN00006_LAG25,1,20
PTN00206,1/1/2,TO_PTN00207_LAG_20,1,10
PTN00345,3/1/3,TO_PTN00096_4/1/6,1,1000
PTN00132,1/1/3,TO_PTN00021_LAG22,1,20
PTN01082,3/2/13,TO_PTN01845_1/1/7,1,1000
PTN02311,1/1/1,TO_PTN00062_3/2/14,NA,NA
PTN00230,2/1/2,TO_PTN00030_LAG21,1,10
PTN00809,1/1/1,TO_PTN00238_1/1/2,1,10
PTN01869,1/1/6,TO_PTN00211_3/2/18,1,1000
PTN01401,5/1/5,TO_PTN01991_1/2/5,non trouve,non trouve
PTN01311,1/4/5,TO_PTN01312_1/4/8,1,1000
PTN00463,2/1/2,TO_PTN00460_LAG21,1,30
PTN00473,1/1/7,TO_PTN00191_4/1/19,NA,NA
PTN00110,2/1/9,TO_PTN01077_LAG24,1,10
PTN00218,1/1/2,TO_PTN02391_LAG25,1,10
PTN00112,1/1/1,TO_PTN00113_LAG21_WDM_FTTA,1,10
PTN01823,1/1/8,TO_PTN02332_1/1/5,1,20
PTN00975,2/1/2,TO_PTN00890_LAG22,1,10
PTN02329,1/2/5,TO_PTN02330_4/1/4,1,10
PTN00684,4/1/1,TO_PTN01463_1/2/2,1,10000
PTN00934,2/2/2,TO_PTN00931_3/1/2,1,645
PTN01458,4/2/3,TO_PTN01087_LAG21,1,10
PTN01807,1/2/2,TO_PTN01819_1/1/8,1,1000
PTN00509,4/1/11,TO_PTN02300_1/1/1,non trouve,non trouve
PTN00331,2/1/10,TO_PTN00652_1/1/7,NA,NA
PTN00623,2/1/2,TO_PTN00217_LAG23,1,10
PTN00200,1/1/1,TO_PTN00201_LAG_20,1,10
PTN00054,5/1/3,TO_PTN00059_LAG21,1,10
PTN00611,3/1/1,TO_PTN01157_1/2/5,1,10
PTN02330,1/1/4,TO_PTN00738_1/2/5,1,10
PTN00466,3/2/3,TO_PTN00650_2/2/1,1,100
PTN00644,4/2/3,TO_PTN02179_1/1/8,1,1000
PTN00854,2/1/2,TO_PTN00197_LAG21,1,10
PTN02352,2/1/1,TO_PTN01075_LAG22,1,10
PTN00013,1/1/2,TO_PTN00014_LAG23,1,10
PTN00062,4/1/15,TO_PTN01913_1/1/1,NA,NA
PTN00172,4/1/20,TO_PTN01501_1/1/7,NA,NA
PTN01028,1/4/2,TO_PTN00341_4/2/11,non trouve,non trouve
PTN02170,1/3/1,TO_PTN00334_5/2/11,NA,NA
PTN00334,5/2/14,TO_PTN02224_1/1/1,NA,NA
PTN00289,1/4/6,TO_PTN00876_1/1/1,NA,NA
PTN00059,1/1/4,TO_PTN00054_LAG21,1,10
PTN00319,5/2/20,TO_PTN00945_1/1/7,NA,NA
PTN00661,4/2/1,TO_PTN00976_1/1/7,NA,NA
PTN01234,1/1/7,TO_PTN00327_5/1/22,NA,NA
PTN01008,4/1/4,TO_PTN00283_LAG21,1,10
PTN01731,1/1/3,TO_PTN01404_LAG-20,1,10
PTN00054,10/1/1,TO_PTN01444_LAG24,1,41
PTN00278,1/1/1,TO_PTN00041_2/1/2,1,100
PTN02315,1/3/1,TO_PTN00611_4/1/13,1,100
PTN00612,1/1/1,TO_PTN000611_LAG_22,1,10
PTN02057,1/1/5,TO_PTN00047_3/1/10,NA,NA
PTN02349,1/1/1,TO_PTN00263_7/1/21,NA,NA
PTN00298,2/1/1,TO_PTN00299_1/1/1,1,645
PTN00128,2/1/4,TO_PTN00127_LAG23,1,10
PTN00610,2/1/1,TO_PTN00259_LAG_24,1,10
PTN01351,1/4/1,TO_PTN02354_1/3/1,1,100
PTN00612,1/1/2,TO_PTN000611_LAG_22,1,10
PTN00021,10/1/3,TO_PTN00022_LAG20,2,10
PTN00164,1/8/1,TO_PTN00021_5/1/2,1,100
PTN01121,1/1/7,TO_PTN00625_3/2/9,NA,NA
PTN00250,4/2/11,TO_PTN00703_1/4/5,non trouve,non trouve
PTN00209,8/1/3,TO_PTN00823_LAG-24,1,10
PTN00039,3/2/1,TO_PTN00136_4/1/1,1,110
PTN00920,4/1/12,TO_PTN01151_1/4/3,1,1000
PTN01813,1/1/1,TO_PTN01812_1/1/2,non trouve,non trouve
PTN02446,1/3/1,TO_PTN00565_4/2/8,NA,NA
PTN00007,1/1/3,TO_PTN00819_1/1/1,1,10
PTN00336,3/2/2,TO_PTN00259_LAG28,1,10
PTN00247,3/2/10,TO_PTN02073_1/2/2,non trouve,non trouve
PTN00001,2/1/2,TO_PTN01834_1/1/5_FTTA,NA,NA
PTN02343,2/1/2,TO_PTN01458_LAG-23,1,10
PTN00611,4/2/2,TO_PTN01315_1/1/7,NA,NA
PTN00001,4/2/10,TO_PTN02177_1/1/1,NA,NA
PTN00010,1/1/2,TO_PTN00005_LAG24_WDM_FTTA,1,10
PTN00809,2/1/1,TO_PTN00549_1/1/1,1,10
PTN00264,1/1/3,TO_PTN00267_LAG_20,1,10
PTN01036,1/1/7,TO_PTN00342_5/1/22,non trouve,non trouve
PTN00894,2/1/2,TO_PTN00645_LAG_20,1,10
PTN00120,6/1/21,TO_PTN00798_1/1/7,NA,NA
PTN00103,3/2/15,TO_PTN00096_6/1/21,1,100
PTN02257,1/3/8,TO_PTN02391_2/2/5,1,100
PTN00684,1/1/1,TO_PTN00255_2/1/1,1,10
PTN00259,6/1/2,TO_PTN00258_LAG20,1,11
PTN01405,2/1/4,TO_PTN02299_1/2/6,1,1000
PTN00243,1/1/1,TO_PTN00242_2/1/1,1,10
PTN01460,1/3/1,TO_PTN00892_LAG21,1,100
PTN02471,1/3/1,TO_PTN02458_1/3/3,non trouve,non trouve
PTN00481,2/1/1,TO_PTN00482_LAG22,1,10
PTN00115,4/1/6,TO_PTN00760_2/2/2,1,645
PTN01403,1/1/2,TO_PTN01406_LAG22,1,10
PTN01411,1/2/17,TO_PTN01828_1/2/1,1,100
PTN00434,1/1/7,TO_PTN00241_3/1/19,NA,NA
PTN00278,2/1/3,TO_PTN00042_1/1/11,1,100
PTN00116,7/1/4,TO_PTN01085_LAG21,1,10
PTN00448,4/1/5,TO_PTN00446_3/1/2,1,180
PTN00216,3/2/10,TO_PTN00836_2/2/1,1,100
PTN00895,2/1/2,TO_PTN00645_LAG_21,1,10
PTN00205,1/1/1,TO_PTN00206_LAG_21,1,10
PTN01571,1/1/5,TO_PTN01570_1/2/5,NA,NA
PTN00630,3/2/17,TO_PTN02240_1/1/1,NA,NA
PTN00113,1/1/4,TO_PTN00112_LAG21_WDM_FTTA,1,10
PTN00342,1/2/12,TO_PTN01253_1/1/8,non trouve,non trouve
PTN00662,3/2/17,TO_PTN00745_1/2/7,NA,NA
PTN00278,3/1/1,TO_PTN00095_4/1/2,1,645
PTN01482,1/1/7,TO_PTN00038_4/2/7,non trouve,non trouve
PTN00854,2/1/1,TO_PTN00197_LAG21,1,10
PTN00922,3/2/9,TO_PTN01244_1/1/7,NA,NA
PTN01008,3/2/5,TO_PTN02275_1/1/7,non trouve,non trouve
PTN01409,1/3/3,TO_PTN02447_3/1/20,1,89
PTN00252,2/1/3,TO_PTN00196_LAG22,1,10
PTN00779,1/1/7,TO_PTN00353_5/1/20,NA,NA
PTN01731,1/2/17,TO_PTN01873_1/1/1,non trouve,non trouve
PTN00251,7/1/4,TO_PTN00250_LAG20,1,11
PTN00502,1/1/2,TO_PTN00341_LAG_20,1,10
PTN00484,4/2/15,TO_PTN01076_1/4/5,1,100000
PTN00503,2/1/2,TO_PTN00111_LAG_6,1,10
PTN01427,3/2/5,TO_PTN00650_2/2/5,1,90
PTN00035,2/1/2,TO_PTN00036_LAG21_WDM_FTTA,1,10
PTN00469,1/1/4,TO_PTN00651_LAG21,1,10
PTN01726,3/1/20,TO_PTN01087_3/2/12,1,100
PTN01022,1/4/4,TO_PTN00341_5/1/15,non trouve,non trouve
PTN00026,4/2/2,TO_PTN00906_2/2/1,1,100
PTN01008,3/2/7,TO_PTN02275_1/5/1,non trouve,non trouve
PTN00022,2/1/4,TO_PTN01833_1/1/5,NA,NA
PTN00096,5/1/7,TO_PTN00095_LAG25,1,11
PTN00209,1/1/2,TO_PTN00823_LAG-24,1,10
PTN01449,1/2/3,TO_PTN01451_LAG21,1,100
PTN01226,1/1/4,TO_PTN00126_LAG23,1,40
PTN00688,2/2/2,TO_PTN00285_4/2/2,1,100
PTN00483,5/1/2,TO_PTN00710_1/2/5,non trouve,non trouve
PTN00285,4/2/2,TO_PTN00688_2/2/2,1,100
PTN01757,1/1/7,TO_PTN00209_5/1/2,NA,NA
PTN00454,1/1/7,TO_PTN00352_5/1/11,NA,NA
PTN00759,1/1/1,TO_PTN00216_8/1/1,1,10
PTN01255,1/2/7,TO_PTN00021_6/1/11,NA,NA
PTN00051,1/1/1,TO_PTN00052_LAG20,1,10
PTN00507,4/1/21,TO_PTN02202_1/1/6,non trouve,non trouve
PTN01086,3/1/3,TO_PTN02406_LAG-21,1,10
PTN00503,1/1/2,TO_PTN00342_LAG_20,1,10
PTN00515,1/1/7,TO_PTN00332_5/1/12,NA,NA
PTN00096,2/1/2,TO_PTN02245_LAG21,1,10
PTN00130,3/2/1,TO_PTN01053_2/2/2,1,110
PTN00259,2/1/1,TO_PTN00254_LAG27,1,30
PTN02335,1/2/1,TO_PTN01423_1/3/1,1,100
PTN02373,3/1/20,TO_PTN01424_1/3/8,1,10
PTN01931,1/1/3,TO_PTN00006_LAG_24,1,10
PTN02350,1/6/1,TO_PTN01335_1/1/7,1,10000
PTN00820,2/1/4,TO_PTN00821_LAG_21,1,10
PTN00914,2/1/2,TO_PTN00566_2/1/3,1,10
PTN01422,1/4/1,TO_PTN02287_LAG1,1,100
PTN01423,1/2/5,TO_PTN01830_LAG21,1,200
PTN02007,4/1/20,TO_PTN01823_1/1/1,1,70
PTN01257,1/4/4,TO_PTN00447_2/2/16,non trouve,non trouve
PTN02072,1/1/7,TO_PTN00568_3/2/17,non trouve,non trouve
PTN00446,3/1/2,TO_PTN00448_4/1/5,1,180
PTN00054,6/1/2,TO_PTN00567_3/1/1,1,161
PTN00097,2/1/2,TO_PTN00101_2/1/2,1,10
PTN01446,3/1/19,TO_PTN01855_1/1/7,non trouve,non trouve
PTN01963,1/4/1,TO_PTN00299_1/1/2,NA,NA
PTN00765,1/1/3,TO_PTN00027_LAG21,1,10
PTN00825,1/1/2,TO_PTN00820_LAG_20,1,10
PTN00893,3/1/2,TO_PTN00461_3/1/2,1,180
PTN00027,8/1/2,TO_PTN00908_LAG29,1,90
PTN00024,6/1/1,TO_PTN02431_1/3/2,1,30
PTN01077,4/1/3,TO_PTN00462_LAG20,1,20
PTN01468,1/1/7,TO_PTN00132_4/2/9,NA,NA
PTN00445,bundle-ppp-1/6.11,TO_PTN02214_bundle-ppp-1/2/1,NA,NA
PTN02422,1/2/5,TO_PTN00042_1/1/9,1,10
PTN00211,2/1/1,TO_PTN00210_LAG26,non trouve,non trouve
PTN00544,4/2/1,TO_PTN01363_1/1/7,NA,NA
PTN02428,3/1/7,TO_PTN01420_LAG-21,1,10
PTN00014,4/1/14,TO_PTN02333_1/1/1,NA,NA
PTN00240,4/1/19,TO_PTN00429_1/1/7,NA,NA
PTN00909,3/1/19,TO_PTN01195_1/1/7,non trouve,non trouve
PTN02397,1/3/8,TO_PTN00992_2/2/5,1,1000
PTN00410,1/4/1,TO_PTN00418_1/1/8,NA,NA
PTN00825,4/2/10,TO_PTN01879_1/1/1,non trouve,non trouve
PTN00256,7/1/10,TO_PTN00255_LAG20,1,11
PTN00613,4/1/2,TO_PTN01420_1/2/2,1,300
PTN01268,1/1/7,TO_PTN01267_1/2/7,NA,NA
PTN00146,3/2/15,TO_PTN01320_1/4/3,non trouve,non trouve
PTN01245,1/3/7,TO_PTN02458_1/3/1,non trouve,non trouve
PTN02007,4/2/17,TO_PTN02358_1/1/1,non trouve,non trouve
PTN00825,1/1/3,TO_PTN02377_LAG_22,1,10
PTN01075,5/1/1,TO_PTN02352_LAG22,1,10
PTN02263,1/1/8,TO_PTN02385_3/1/20,1,100
PTN00561,1/6/1,TO_PTN00810_4/1/1,1,100
PTN01441,1/2/4,TO_PTN01856_1/3/7,1,1000
PTN00466,4/2/21,TO_PTN02411_1/1/1,NA,NA
PTN00460,1/1/2,TO_PTN00458_LAG22,1,50
PTN00002,4/1/8,TO_PTN01037_1/1/7,NA,NA
PTN00265,2/1/1,TO_PTN00264_LAG_21,1,10
PTN00269,1/1/3,TO_PTN00265_LAG_20,1,10
PTN02445,1/1/1,TO_PTN00972_3/2/20,non trouve,non trouve
PTN00756,1/1/7,TO_PTN00039_4/1/17,NA,NA
PTN01906,1/1/1,TO_PTN01452_3/2/21,1,100
PTN01007,1/2/8,TO_PTN01004_1/5/1,non trouve,non trouve
PTN01448,3/2/3,TO_PTN01767_1/1/7,1,100
PTN00228,2/1/2,TO_PTN01082_LAG23,1,10
PTN00509,5/1/12,TO_PTN00027_LAG31,1,10
PTN02193,1/3/7,TO_PTN02194_1/4/3,1,100
PTN01732,1/3/1,TO_PTN00273_3/2/1,1,100
PTN00896,2/1/1,TO_PTN00481_LAG20,1,50
PTN01452,3/1/1,TO_PTN01460_LAG23,1,100
PTN00172,4/1/19,TO_PTN00805_1/1/7,NA,NA
PTN01469,1/6/1,TO_PTN00665_LAG_22,1,110
PTN00331,1/2/7,TO_PTN02187_1/3/7,non trouve,non trouve
PTN00054,2/1/1,TO_PTN00056_LAG20,1,11
PTN02343,2/1/1,TO_PTN01458_LAG-23,1,10
PTN00240,1/1/1,TO_PTN00238_2/1/1,1,50
PTN00973,3/1/1,TO_PTN00793_4/1/1,1,100
PTN01388,1/1/1,TO_PTN01226_3/2/7,NA,NA
PTN00558,3/2/1,TO_PTN00560_2/2/2,1,100
PTN00896,2/1/3,TO_PTN00485_LAG21,1,10
PTN00125,4/2/9,TO_PTN01331_1/1/7,NA,NA
PTN00249,4/2/1,TO_PTN00723_1/1/7,NA,NA
PTN00012,2/1/1,TO_PTN00016_LAG23,1,10
PTN00700,1/1/7,TO_PTN00097_4/2/1,NA,NA
PTN01056,1/1/7,TO_PTN00463_4/2/7,NA,NA
PTN00050,3/1/19,TO_PTN00589_1/1/7,NA,NA
PTN01460,1/1/2,TO_PTN01452_LAG23,1,100
PTN00354,1/1/1,TO_PTN00351_LAG20,1,10
PTN02007,1/1/4,TO_PTN02379_LAG22,1,10
PTN00461,2/2/7,TO_PTN00343_5/1/2,1,1000
PTN00060,3/1/19,TO_PTN01177_1/1/7,NA,NA
PTN02058,1/2/1,TO_PTN00484_4/2/7,non trouve,non trouve
PTN01402,4/2/10,TO_PTN02374_1/2/1,1,100
PTN02411,1/1/1,TO_PTN00466_4/2/21,NA,NA
PTN01461,1/2/2,TO_PTN00893_LAG20,1,100
PTN01008,2/2/18,TO_PTN01310_1/4/8,non trouve,non trouve
PTN00667,2/1/3,TO_PTN00227_LAG20,1,10
PTN01448,3/1/18,TO_PTN01725_1/2/4,1,100
PTN00484,2/1/1,TO_PTN02283_LAG21,1,10
PTN00217,3/1/3,TO_PTN00623_LAG23,1,10
PTN00120,6/2/8,TO_PTN00797_1/1/7,NA,NA
PTN00021,1/1/2,TO_PTN00005_3/1/2,1,10
PTN00056,10/2/1,TO_PTN00054_LAG20,1,11
PTN01276,1/1/7,TO_PTN00854_4/2/1,non trouve,non trouve
PTN00106,3/2/19,TO_PTN00757_1/1/7,non trouve,non trouve
PTN01463,1/2/2,TO_PTN00684_4/1/1,1,10000
PTN01008,2/2/14,TO_PTN01312_1/4/7,1,100
PTN01072,1/1/5,TO_PTN00041_10/1/2,non trouve,non trouve
PTN00020,4/1/11,TO_PTN00582_1/1/7,NA,NA
PTN00316,5/1/12,TO_PTN00517_1/1/7,NA,NA
PTN00014,7/1/1,TO_PTN00128_LAG22,1,10
PTN01070,1/2/8,TO_PTN00461_4/2/9,1,1000
PTN00481,4/2/1,TO_PTN00829_1/1/7,non trouve,non trouve
PTN00432,1/1/7,TO_PTN00242_3/1/20,NA,NA
PTN00041,10/1/5,TO_PTN00141_LAG_23,1,10
PTN00612,2/1/2,TO_PTN000251_LAG_21,1,10
PTN01402,2/1/3,TO_PTN00648_LAG_21,1,40
PTN00132,2/1/2,TO_PTN02248_LAG20,1,20
PTN00862,1/2/7,TO_PTN00685_3/2/1,1,100
PTN01111,1/1/7,TO_PTN01110_1/2/7,NA,NA
PTN00608,3/1/8,TO_PTN01170_1/4/8,1,1000
PTN00042,10/1/4,TO_PTN02354_1/1/5,1,10
PTN00042,9/2/3,TO_PTN00651_LAG22,1,10
PTN00115,9/1/1,TO_PTN00937_4/1/2,1,2000
PTN00041,1/2/14,TO_PTN00344_2/2/6,1,645
PTN00006,9/1/2,TO_PTN00055_LAG23,1,10
PTN00191,1/1/3,TO_PTN00189_LAG_20,non trouve,non trouve
PTN00466,3/2/6,TO_PTN00649_3/2/5,1,100
PTN00136,5/1/7,TO_PTN00543_4/1/2,1,100
PTN01452,1/2/2,TO_PTN01461_LAG21,1,100
PTN00255,5/2/16,TO_PTN00920_3/2/7,1,100
PTN02194,1/2/4,TO_PTN02193_1/2/6,1,100
PTN00548,2/1/2,TO_PTN00557_2/1/1,1,10
PTN01462,1/7/5,TO_PTN02352_3/2/2,1,100
PTN00021,10/1/2,TO_PTN00022_LAG20,2,10
PTN00353,4/2/1,TO_PTN00922_2/2/1,1,100
PTN00122,2/1/3,TO_PTN00022_LAG22_WDM_FTTA,1,10
PTN00462,3/2/21,TO_PTN01035_1/3/8,NA,NA
PTN01727,1/1/2,TO_PTN02248_LAG21,1,10
PTN01078,2/2/1,TO_PTN00279_2/2/1,1,100
PTN01152,1/2/6,TO_PTN00048_3/2/21,1,100
PTN00109,1/1/4,TO_PTN00039_LAG_20,1,10
PTN00336,4/1/4,TO_PTN01108_1/2/5,1,10
PTN00266,8/1/1,TO_PTN00269_LAG_23,1,10
PTN00665,5/1/2,TO_PTN02377_LAG_23,1,10
PTN01888,1/3/3,TO_PTN02421_1/3/1,1,100
PTN02283,1/1/1,TO_PTN01864_1/2/5,1,10
PTN00658,1/1/7,TO_PTN00130_SYNCHRO:101,NA,NA
PTN01803,1/3/7,TO_PTN01455_3/1/22,1,100
PTN02058,1/1/1,TO_PTN00484_4/2/8,non trouve,non trouve
PTN00669,1/1/7,TO_PTN00645_3/2/9,1,1000
PTN00905,4/2/11,TO_PTN01775_1/4/1,1,1000
PTN00395,1/2/7,TO_PTN00172_4/2/4,NA,NA
PTN00542,4/1/1,TO_PTN00135_2/2/1,1,90
PTN01460,1/5/5,TO_PTN01452_LAG23,1,100
PTN00182,1/11/8,TO_PTN02463_LAG20,1,10
PTN00613,4/2/1,TO_PTN01129_1/1/7,1,100
PTN00115,8/1/1,TO_PTN00116_LAG25,1,10
PTN00037,2/1/4,TO_PTN00036_LAG20_WDM_FTTA,1,10
PTN00810,4/1/1,TO_PTN00561_1/6/1,1,100
PTN00460,1/1/1,TO_PTN00458_LAG22,1,50
PTN00612,3/2/9,TO_PTN01169_LAG-20,non trouve,non trouve
PTN00068,1/1/1,TO_PTN00069_1/1/1,1,10
PTN00109,4/1/3,TO_PTN00039_LAG_20,1,10
PTN00594,1/1/7,TO_PTN00337_5/1/12,NA,NA
PTN02301,1/1/2,TO_PTN02302_1/1/1,NA,NA
PTN00906,3/1/1,TO_PTN00026_5/1/1,1,100
PTN01802,1/3/1,TO_PTN000546_3/2/17,NA,NA
PTN01168,1/1/5,TO_PTN00066_2/1/4,NA,NA
PTN01851,1/1/7,TO_PTN01849_1/1/8,non trouve,non trouve
PTN00816,1/1/8,TO_PTN00480_4/2/2,1,100
PTN00774,7/1/4,TO_PTN00192_LAG24,1,10
PTN02409,1/1/1,TO_PTN00106_3/2/4,non trouve,non trouve
PTN00053,4/1/5,TO_PTN02176_1/1/1,NA,NA
PTN00048,2/1/3,TO_PTN02464_LAG22,1,10
PTN00037,2/1/1,TO_PTN00038_LAG21_WDM_FTTA,1,10
PTN00464,1/1/7,TO_PTN00187_3/1/20,NA,NA
PTN02252,1/1/1,TO_PTN00669_1/4/1,non trouve,non trouve
PTN00022,9/1/1,TO_PTN00122_LAG22_WDM_FTTA,1,10
PTN00273,4/1/1,TO_PTN01732_1/4/1,1,100
PTN02287,3/1/20,TO_PTN01422_LAG1,1,100
