nom_equipement,port,interface_netwk,isis_level,isis_metric
PTN01845,1/1/7,TO_PTN01082_3/2/13,1,1000
PTN00130,4/1/22,TO_PTN00889_1/1/7,NA,NA
PTN00036,1/1/1,TO_PTN00035_LAG21_WDM_FTTA,1,10
PTN01203,1/1/7,TO_PTN00020_4/1/13,NA,NA
PTN00806,1/1/7,TO_PTN00274_4/1/21,non trouve,non trouve
PTN01933,1/1/7,TO_PTN01856_1/1/8,1,1000
PTN00069,4/1/20,TO_PTN01338_1/1/7,NA,NA
PTN00502,1/1/3,TO_PTN00341_LAG_20,1,10
PTN00806,1/4/8,TO_PTN00274_4/1/23,non trouve,non trouve
PTN00648,1/1/3,TO_PTN01402_LAG_21,1,40
PTN01727,2/1/24,TO_PTN01386_1/1/7,NA,NA
PTN00057,2/1/1,TO_PTN00059_LAG20,1,11
PTN00034,4/1/19,TO_PTN00501_1/1/7,NA,NA
PTN00322,2/1/1,TO_PTN00320_LAG21,1,10
PTN00258,2/1/1,TO_PTN00259_LAG20,1,11
PTN02245,3/1/3,TO_PTN01457_3/1/3,1,100
PTN00342,2/1/1,TO_PTN00503_LAG_20,1,10
PTN01889,1/1/2,TO_PTN01409_1/2/4,1,1000
PTN00455,1/1/7,TO_PTN00353_5/1/11,NA,NA
PTN00910,3/2/11,TO_PTN02278_1/1/7,NA,NA
PTN02007,4/1/23,TO_PTN01885_1/1/1,non trouve,non trouve
PTN02393,1/1/1,TO_PTN00121_7/1/4,1,10
PTN00172,4/2/4,TO_PTN00395_1/2/7,NA,NA
PTN00101,3/2/13,TO_PTN01212_1/3/7,non trouve,non trouve
PTN02007,2/1/4,TO_PTN00972_LAG21,1,20
PTN00028,4/1/21,TO_PTN01190_1/1/7,NA,NA
PTN00992,2/2/1,TO_PTN02397_1/4/6,1,1000
PTN00567,3/1/15,TO_PTN01005_1/4/7,non trouve,non trouve
PTN00608,3/2/1,TO_PTN02348_1/1/8,non trouve,non trouve
PTN02199,1/2/6,TO_PTN00973_3/1/5,1,1000
PTN00227,3/1/12,TO_PTN01105_1/2/5,non trouve,non trouve
PTN01093,1/4/3,TO_PTN00343_5/2/14,1,100
PTN02330,3/1/19,TO_PTN00736_1/6/3,1,100
PTN00132,1/1/2,TO_PTN01839_1/1/1,NA,NA
PTN02228,1/1/3,TO_PTN01779_1/4/3,non trouve,non trouve
PTN01877,1/2/6,TO_PTN00825_5/1/1,non trouve,non trouve
PTN01204,1/1/7,TO_PTN00132_4/1/21,NA,NA
PTN01075,1/1/2,TO_PTN02356_LAG21,1,10
PTN00192,1/1/1,TO_PTN00191_LAG_21,non trouve,non trouve
PTN00288,1/2/6,TO_PTN01045_1/1/1,NA,NA
PTN00115,8/1/2,TO_PTN00284_LAG22,1,10
PTN02375,1/1/2,TO_PTN01406_3/2/2,NA,NA
PTN00344,3/1/3,TO_PTN00041_4/1/6,1,645
PTN01447,4/1/1,TO_PTN02407_LAG20,1,10
PTN00608,4/1/1,TO_PTN01875_1/2/5,1,10
PTN00649,3/1/4,TO_PTN00466_LAG-23,1,10
PTN00489,1/8/7,TO_PTN00484_3/2/13,1,1000
PTN01890,1/2/5,TO_PTN00095_9/1/3,1,10
PTN00209,10/1/2,TO_PTN00215_LAG21,1,10
PTN01429,1/1/1,TO_PTN00262_4/1/5,1,100
PTN00030,1/1/2,TO_PTN00230_LAG21,1,1000
PTN00274,1/1/4,TO_PTN00134_LAG_20,1,10
PTN00667,3/2/17,TO_PTN02218_1/1/1,non trouve,non trouve
PTN00127,2/1/1,TO_PTN00128_LAG23,1,10
PTN00196,3/1/2,TO_PTN00197_LAG20,1,11
PTN00274,5/1/3,TO_PTN00806_1/1/7,non trouve,non trouve
PTN00340,2/1/1,TO_PTN00342_LAG_21,1,10
PTN00595,1/1/7,TO_PTN00337_5/1/13,NA,NA
PTN00606,2/1/1,TO_PTN01208_1/1/5,1,1000
PTN00096,5/1/3,TO_PTN00095_LAG25,1,11
PTN00189,1/1/3,TO_PTN00188_LAG_21,non trouve,non trouve
PTN00115,9/1/2,TO_PTN00284_LAG22,1,10
PTN00648,4/2/11,TO_PTN02313_1/1/8,1,1000
PTN00259,5/1/5,TO_PTN01759_1/2/5,1,10
PTN00327,1/1/2,TO_PTN00323_LAG22,1,20
PTN00256,2/1/1,TO_PTN00255_LAG20,1,11
PTN00210,7/2/4,TO_PTN00822_LAG_21,1,10
PTN00009,4/1/21,TO_PTN01174_1/1/7,NA,NA
PTN00458,2/1/2,TO_PTN00461_LAG21,1,10
PTN00890,1/1/1,TO_PTN00792_LAG23,1,10
PTN01135,1/5/1,TO_PTN00767_4/1/24,1,1000
PTN00403,1/1/8,TO_PTN00402_1/1/7,1,100
PTN00897,1/1/1,TO_PTN00644_LAG-21,1,10
PTN00114,4/2/9,TO_PTN00954_1/3/7,NA,NA
PTN01754,1/1/7,TO_PTN00334_4/2/1,NA,NA
PTN00108,2/1/2,TO_PTN01452_LAG24 ,1,10
PTN00266,7/2/4,TO_PTN00269_LAG_23,1,10
PTN00549,1/1/1,TO_PTN00809_2/1/1,1,10
PTN00283,2/1/3,TO_PTN01008_LAG21,1,10
PTN01411,1/1/2,TO_PTN00256_LAG24,1,10
PTN01791,1/3/6,TO_PTN00914_4/2/8,1,100
PTN01422,1/3/1,TO_PTN02287_LAG1,1,100
PTN02447,3/1/19,TO_PTN01409_1/1/8,1,89
PTN01104,1/5/1,TO_PTN02233_1/1/2,1,1000
PTN00646,2/1/4,TO_PTN00897_LAG-23,1,10
PTN01013,1/1/7,TO_PTN01182_1/3/7,NA,NA
PTN01426,1/1/1,TO_PTN00621_Lag-20,1,10
PTN00213,2/1/1,TO_PTN00212_LAG20,1,10
PTN00523,4/2/17,TO_PTN00864_1/1/7,NA,NA
PTN00105,3/2/3,TO_PTN02306_1/1/1,NA,NA
PTN02202,1/2/1,TO_PTN00507_4/1/22,non trouve,non trouve
PTN02051,1/1/3,TO_PTN00666_4/2/18,1,100
PTN01497,1/3/7,TO_PTN01500_LAG1,1,1000
PTN01462,1/6/5,TO_PTN02352_1/2/1,1,100
PTN00122,1/1/1,TO_PTN00022_LAG22_WDM_FTTA,1,10
PTN00244,1/1/7,TO_PTN00115_6/1/19,NA,NA
PTN00128,2/1/3,TO_PTN00127_LAG23,1,10
PTN01008,4/1/1,TO_PTN00330_LAG22,1,50
PTN00332,2/1/2,TO_PTN00692_LAG20,1,50
PTN01318,1/1/7,TO_PTN00039_4/1/18,non trouve,non trouve
PTN01470,1/1/7,TO_PTN01260_1/3/8,NA,NA
PTN00908,1/1/2,TO_PTN00907_LAG_22,1,10
PTN00564,3/1/4,TO_PTN02206_1/1/1,NA,NA
PTN00247,4/1/11,TO_PTN01132_1/1/7,NA,NA
PTN01389,1/1/7,TO_PTN01226_3/2/6,non trouve,non trouve
PTN00907,3/2/10,TO_PTN01238_1/6/1,1,100
PTN00107,3/1/12,TO_PTN00986_1/3/8,non trouve,non trouve
PTN00322,2/1/2,TO_PTN00324_LAG20,1,10
PTN00013,4/1/13,TO_PTN01140_1/1/7,NA,NA
PTN01310,1/4/8,TO_PTN01008_2/2/18,non trouve,non trouve
PTN00238,2/1/3,TO_PTN00239_LAG20,1,11
PTN00821,2/1/3,TO_PTN00335_LAG_20,1,10
PTN00259,2/1/2,TO_PTN00258_LAG20,1,11
PTN00793,1/1/2,TO_PTN02007_2/1/2,1,30
PTN02197,1/4/1,TO_PTN02196_1/3/6,1,10000
PTN00022,3/1/2,TO_PTN00021_LAG20,1,11
PTN00488,3/2/13,TO_PTN00951_1/2/7,non trouve,non trouve
PTN01457,1/2/3,TO_PTN02245_1/2/3,1,100
PTN00252,6/1/1,TO_PTN00547_1/3/7,1,100
PTN00207,2/1/3,TO_PTN00197_LAG_23,non trouve,non trouve
PTN00109,4/1/2,TO_PTN00135_LAG_21,1,20
PTN00023,8/1/4,TO_PTN00024_LAG20,1,10
PTN00251,2/1/2,TO_PTN00250_LAG20,1,11
PTN02283,1/1/1,TO_PTN02392_1/2/5,1,10
PTN02444,1/1/7,TO_PTN02007_4/1/1,non trouve,non trouve
PTN00209,8/1/4,TO_PTN00823_LAG-24,1,10
PTN01257,1/1/7,TO_PTN00447_3/2/9,non trouve,non trouve
PTN00054,10/2/2,TO_PTN00056_LAG20,1,11
PTN00500,1/1/7,TO_PTN00038_4/1/19,NA,NA
PTN00645,3/2/4,TO_PTN00669_1/5/3,1,1000
PTN00679,4/1/8,TO_PTN00974_4/1/8,1,1000
PTN00042,8/1/4,TO_PTN00041_LAG20,1,10
PTN00227,4/1/18,TO_PTN02381_1/1/1,NA,NA
PTN01024,1/1/8,TO_PTN00744_1/2/8,NA,NA
PTN00310,1/4/5,TO_PTN00123_4/2/18,non trouve,non trouve
PTN00912,2/2/1,TO_PTN01085_3/2/1,1,100
PTN00259,6/1/1,TO_PTN00258_LAG20,1,11
PTN00197,4/2/1,TO_PTN00854_LAG21,1,10
PTN02394,2/2/3,TO_PTN01417_LAG20,1,100
PTN00609,2/1/3,TO_PTN000611_LAG_21,1,10
PTN01024,1/1/7,TO_PTN00663_3/1/1,NA,NA
PTN02007,4/1/7,TO_PTN01885_1/2/3,non trouve,non trouve
PTN00709,1/1/8,TO_PTN00710_1/1/8,non trouve,non trouve
PTN01857,1/2/5,TO_PTN00120_4/1/2,1,10
PTN02448,1/3/1,TO_PTN01460_1/4/7,1,1000
PTN01409,1/1/2,TO_PTN00248_3/2/4,1,100
PTN00042,10/1/2,TO_PTN00651_LAG22,1,10
PTN01106,1/1/7,TO_PTN00508_4/2/1,NA,NA
PTN01402,4/2/9,TO_PTN02374_1/1/1,1,100
PTN00047,3/1/13,TO_PTN01145_1/1/7,NA,NA
PTN00334,3/1/3,TO_PTN00027_LAG28,1,10
PTN00774,8/1/2,TO_PTN00192_LAG24,1,10
PTN01240,1/3/7,TO_PTN00128_3/2/15,non trouve,non trouve
PTN01277,1/4/7,TO_PTN00060_3/2/21,non trouve,non trouve
PTN00253,1/1/3,TO_PTN00854_LAG22,1,10
PTN01910,1/2/5,TO_PTN00054_10/2/6,1,10
PTN02428,3/1/20,TO_PTN01420_LAG-21,1,10
PTN00814,1/4/5,TO_PTN00480_4/1/22,non trouve,non trouve
PTN00361,1/1/7,TO_PTN00098_4/1/20,NA,NA
PTN01411,4/1/3,TO_PTN02429_1/1/6,1,100
PTN02263,1/1/1,TO_PTN00480_4/2/11,1,100
PTN00210,1/1/3,TO_PTN00209_LAG20,1,11
PTN00326,2/1/2,TO_PTN00321_LAG21,1,10
PTN00648,2/1/2,TO_PTN01403_LAG_20,1,10
PTN00611,4/1/14,TO_PTN02315_1/2/1,1,100
PTN00057,9/1/8,TO_PTN00566_LAG_21,1,10
PTN02169,bundle-ppp-1/2.1,TO_PTN02364_bundle-ppp-1/2/11,NA,NA
PTN01081,3/2/10,TO_PTN01340_1/1/7,non trouve,non trouve
PTN00823,2/1/4,TO_PTN00209_LAG-24,1,10
PTN00122,3/2/11,TO_PTN02321_1/1/1,non trouve,non trouve
PTN01236,2/2/14,TO_PTN00129_1/4/8,1,10
PTN00001,4/2/21,TO_PTN01060_1/1/7,NA,NA
PTN00340,4/2/14,TO_PTN01123_1/1/7,NA,NA
PTN00212,1/1/1,TO_PTN00213_LAG20,1,10
PTN00001,4/1/11,TO_PTN02341_1/1/1,NA,NA
PTN00549,2/2/3,TO_PTN01080_1/1/1,1,645
PTN01478,1/5/1,TO_PTN01403_1/2/18,non trouve,non trouve
PTN01990,1/1/4,TO_PTN01407_3/2/6,non trouve,non trouve
PTN02074,1/1/7,TO_PTN01724_1/1/4,NA,NA
PTN00460,2/2/16,TO_PTN01061_1/1/7,non trouve,non trouve
PTN00489,1/9/2,TO_PTN02283_LAG20,1,100
PTN00985,1/1/7,TO_PTN00037_4/1/20,NA,NA
PTN00821,1/1/4,TO_PTN00820_LAG_21,1,10
PTN00946,1/1/2,TO_PTN00004_LAG24,1,10
PTN00218,7/1/5,TO_PTN00216_LAG21,1,10
PTN02428,1/1/2,TO_PTN00610_LAG-20,1,10
PTN00822,2/1/2,TO_PTN00665_LAG_20,1,10
PTN01339,1/1/7,TO_PTN00233_1/2/7,NA,NA
PTN00354,2/1/1,TO_PTN00352_LAG21,1,10
PTN00027,7/1/2,TO_PTN00765_LAG21,1,10
PTN01006,2/2/1,TO_PTN00285_5/1/1,1,100
PTN00200,2/1/2,TO_PTN00199_LAG_21,1,10
PTN00335,1/1/3,TO_PTN00821_LAG_20,1,10
PTN00136,5/2/5,TO_PTN00039_4/1/10,1,110
PTN02050,1/3/1,TO_PTN00666_3/2/17,non trouve,non trouve
PTN00187,2/1/3,TO_PTN00016_LAG21,1,10
PTN01425,1/1/5,TO_PTN02336_1/2/14,1,100
PTN00908,2/1/3,TO_PTN00027_LAG29,1,90
PTN01079,3/1/4,TO_PTN00316_3/1/2,1,100
PTN02103,1/1/1,TO_PTN00543_3/2/16,non trouve,non trouve
PTN00330,2/1/2,TO_PTN00910_LAG_21,1,10
PTN00894,1/1/4,TO_PTN00645_LAG_20,1,10
PTN00042,5/1/9,TO_PTN02245_4/1/7,1,1000
PTN00221,4/2/4,TO_PTN00887_1/1/7,NA,NA
PTN02373,2/1/3,TO_PTN00482_LAG-20,1,10
PTN00019,4/2/5,TO_PTN02069_1/1/1,NA,NA
PTN00549,2/2/4,TO_PTN00557_2/2/1,1,645
PTN00267,4/2/2,TO_PTN00264_LAG_20,1,10
PTN00509,3/2/7,TO_PTN01881_1/2/8,non trouve,non trouve
PTN01401,1/1/3,TO_PTN00210_LAG25,1,10
PTN01085,3/2/3,TO_PTN01723_1/1/8,1,1000
PTN00897,4/1/4,TO_PTN02171_1/1/1,NA,NA
PTN00344,5/1/11,TO_PTN00635_1/1/7,NA,NA
PTN00047,1/1/3,TO_PTN00014_LAG24,1,11
PTN00289,1/2/7,TO_PTN00832_1/1/7,NA,NA
PTN00027,3/1/1,TO_PTN00765_LAG21,1,10
PTN01452,1/1/2,TO_PTN00278_LAG22,1,10
PTN00826,1/1/7,TO_PTN00351_5/1/20,NA,NA
PTN02360,3/2/15,TO_PTN00193_1/6/4,1,10
PTN02229,1/1/1,TO_PTN00261_4/2/13,non trouve,non trouve
PTN01449,1/2/2,TO_PTN01451_LAG21,1,100
PTN00792,2/1/1,TO_PTN00239_LAG21,1,10
PTN01460,1/2/1,TO_PTN00892_LAG21,1,100
PTN00507,4/2/1,TO_PTN00738_1/1/7,1,200
PTN00006,4/2/4,TO_PTN00007_1/1/1,1,10
PTN01210,1/3/8,TO_PTN00895_3/2/14,non trouve,non trouve
PTN00688,4/1/2,TO_PTN01137_1/4/2,1,100
PTN00006,10/2/6,TO_PTN01075_LAG25,1,20
PTN00106,2/2/2,TO_PTN00105_2/2/4,1,100
PTN00350,5/1/20,TO_PTN00776_1/1/7,NA,NA
PTN00564,4/2/1,TO_PTN01124_1/1/7,NA,NA
PTN01085,2/1/2,TO_PTN00911_LAG20,1,10
PTN00893,3/1/1,TO_PTN01461_LAG20,1,100
PTN00064,4/1/1,TO_PTN00178_1/2/7,NA,NA
PTN00246,2/1/1,TO_PTN00249_LAG_21,1,10
PTN00773,9/1/2,TO_PTN00774_LAG20,1,10
PTN00023,9/1/6,TO_PTN00024_LAG20,1,10
PTN00251,7/1/3,TO_PTN00247_LAG_22,1,10
PTN01427,4/2/11,TO_PTN00110_6/2/10,1,200
PTN00034,2/1/1,TO_PTN00035_LAG_20,1,40
PTN00259,4/1/2,TO_PTN00258_LAG20,1,11
PTN00103,4/1/5,TO_PTN00447_3/1/5,1,100
PTN00369,1/3/4,TO_PTN00141_4/2/18,non trouve,non trouve
PTN00027,10/1/4,TO_PTN00026_LAG20,1,10
PTN02431,1/3/2,TO_PTN00024_6/1/1,1,30
PTN00791,1/1/7,TO_PTN00114_4/1/20,NA,NA
PTN00007,10/1/1,TO_PTN01727_LAG25,1,10
PTN01779,1/2/5,TO_PTN00259_4/1/1,1,10
PTN00182,1/5/7,TO_PTN00131_3/2/2,1,200
PTN02023,1/1/1,TO_PTN00212_4/1/20,NA,NA
PTN00131,5/2/3,TO_PTN00130_LAG21,1,10
PTN00662,3/1/1,TO_PTN00659_4/1/1,1,100
PTN01827,1/2/5,TO_PTN00259_5/1/10,1,40
PTN00005,1/1/2,TO_PTN00046_LAG_25,1,10
PTN01454,1/3/3,TO_PTN00773_9/1/9:91,1,10
PTN00125,3/1/4,TO_PTN00124_LAG20_WDM_FTTA,1,10
PTN00065,4/1/11,TO_PTN00492_1/1/7,NA,NA
PTN00549,4/2/2,TO_PTN01158_1/1/7,NA,NA
PTN00033,1/1/2,TO_PTN00032_LAG20,1,10
PTN00111,4/1/4,TO_PTN00462_LAG21,1,10
PTN01196,1/4/3,TO_PTN00910_3/2/15,non trouve,non trouve
PTN01310,1/2/7,TO_PTN01309_1/1/7,non trouve,non trouve
PTN00350,4/2/4,TO_PTN02367_3/1/2,1,1000
PTN00258,6/1/12,TO_PTN00259_LAG20,1,11
PTN00046,1/1/3,TO_PTN01839_LAG_20,1,10
PTN00109,3/1/1,TO_PTN00041_6/1/2,1,100
PTN00612,3/2/8,TO_PTN00827_1/4/5,1,100
PTN00006,8/1/2,TO_PTN00004_3/1/1,1,10
PTN01079,2/2/1,TO_PTN00316_4/2/1,1,100
PTN02391,1/1/1,TO_PTN00218_LAG25,1,10
PTN00513,1/1/7,TO_PTN00330_5/1/11,NA,NA
PTN00351,5/2/14,TO_PTN00602_1/2/8,1,500
PTN00907,2/1/3,TO_PTN01402_LAG_23,1,80
PTN02298,1/1/5,TO_PTN00200_1/1/3,NA,NA
PTN01417,1/2/4,TO_PTN02395_3/1/1,1,1000
PTN00005,9/1/1,TO_PTN00001_LAG22,1,10
PTN00068,5/1/18,TO_PTN01281_1/2/8,non trouve,non trouve
PTN00650,2/1/3,TO_PTN00111_LAG28,1,10
PTN00823,2/1/2,TO_PTN01082_LAG-20,1,10
PTN01082,1/1/4,TO_PTN00823_LAG-20,1,10
PTN00767,3/1/2,TO_PTN01134_1/4/8,1,100
PTN01006,3/2/19,TO_PTN01266_1/3/7,1,400
PTN00908,1/1/1,TO_PTN00907_LAG_22,1,10
PTN00110,4/2/1,TO_PTN00111_LAG20,1,10
PTN00144,1/1/1,TO_PTN02360_LAG21,1,10
PTN00458,5/1/3,TO_PTN00460_LAG22,1,50
PTN00106,2/1/2,TO_PTN00095_LAG_22,1,10
PTN01053,5/1/11,TO_PTN00130_LAG20,1,10
PTN02289,1/1/4,TO_PTN02245_3/1/19,1,1000
PTN01135,1/1/5,TO_PTN02232_1/1/5,1,10
PTN00606,3/1/15,TO_PTN01208_1/5/8,1,2000
PTN01907,1/3/1,TO_PTN00508_4/2/9,non trouve,non trouve
PTN00263,1/1/4,TO_PTN00217_LAG21,1,10
PTN00144,1/1/2,TO_PTN02360_LAG21,1,10
PTN00565,1/1/4,TO_PTN00331_LAG21,1,10
PTN00217,2/1/3,TO_PTN00263_LAG21,1,10
PTN00022,10/1/3,TO_PTN00021_LAG20,1,11
PTN01418,1/1/5,TO_PTN02367_LAG21,1,10
PTN01415,1/7/5,TO_PTN02356_3/1/20,1,10
PTN02007,4/2/3,TO_PTN01147_1/1/7,non trouve,non trouve
PTN00331,1/1/3,TO_PTN00568_LAG20,1,10
PTN00266,8/1/3,TO_PTN00271_LAG_22,1,10
PTN01856,1/3/7,TO_PTN01441_1/2/4,1,1000
PTN01053,3/1/2,TO_PTN00130_4/1/1,1,110
PTN00586,1/1/7,TO_PTN00369_1/1/8,non trouve,non trouve
PTN00466,2/1/3,TO_PTN00649_LAG-23,1,10
PTN02245,1/1/1,TO_PTN00133_LAG-20,1,40
PTN00816,1/5/8,TO_PTN02385_3/1/21,1,10
PTN00255,5/2/5,TO_PTN00920_3/2/6,1,100
PTN01842,1/2/5,TO_PTN00507_5/1/12,NA,NA
PTN01077,1/2/4,TO_PTN00110_LAG24,1,10
PTN01996,bundle-ppp-1/2.1,TO_PTN02201_bundle-ppp-1/2/1,NA,NA
PTN00200,2/1/4,TO_PTN00201_LAG_20,1,10
PTN00008,4/2/12,TO_PTN02269_1/1/1,NA,NA
PTN00600,1/1/7,TO_PTN00144_4/1/19,NA,NA
PTN00040,4/2/2,TO_PTN00038_3/2/1,1,100
PTN01765,1/2/4,TO_PTN01469_1/7/4,non trouve,non trouve
PTN00907,2/1/4,TO_PTN01402_LAG_23,1,80
PTN00024,7/1/8,TO_PTN00023_LAG20,1,10
PTN00277,2/1/1,TO_PTN00340_LAG_20,1,10
PTN00484,2/1/2,TO_PTN02283_LAG21,1,10
PTN00014,9/1/4,TO_PTN00047_LAG24,1,11
PTN01085,4/1/1,TO_PTN00289_1/5/7,1,100
PTN02356,3/2/20,TO_PTN01415_1/8/5,1,10
PTN00216,2/1/1,TO_PTN00218_LAG21,1,10
PTN01765,1/1/1,TO_PTN01469_1/6/4,non trouve,non trouve
PTN00893,2/2/10,TO_PTN00461_2/2/10,1,180
PTN01093,1/5/8,TO_PTN00463_4/1/18,1,100
PTN00315,2/1/2,TO_PTN00197_2/1/3,1,10
PTN00905,2/1/1,TO_PTN00906_LAG_21,1,10
PTN02442,1/1/2,TO_PTN02449_1/1/1,non trouve,non trouve
PTN00902,2/1/3,TO_PTN00217_LAG25,1,20
PTN01129,1/2/5,TO_PTN00610_2/1/4,1,10
PTN00665,2/1/1,TO_PTN00822_LAG_20,1,10
PTN01692,1/1/1,TO_PTN00367_1/3/7,NA,NA
PTN01465,1/6/1,TO_PTN00332_4/2/1,1,100
PTN02385,4/1/8,TO_PTN00894_LAG22,1,10
PTN01907,1/1/4,TO_PTN02351_1/1/1,NA,NA
PTN00771,4/2/1,TO_PTN01122_1/1/7,NA,NA
PTN00920,3/2/6,TO_PTN00255_5/2/5,1,100
PTN00669,1/4/7,TO_PTN01982_1/1/1,non trouve,non trouve
PTN02377,2/1/2,TO_PTN00665_LAG23,1,10
PTN00217,6/1/2,TO_PTN01432_1/1/1,1,100
PTN01478,1/1/7,TO_PTN01403_3/1/19,non trouve,non trouve
PTN00219,2/1/1,TO_PTN00220_1/1/1_WDM_FTTA,1,10
PTN00646,2/1/2,TO_PTN00259_LAG25,1,10
PTN00058,3/1/7,TO_PTN02317_1/1/1,NA,NA
PTN00124,2/1/3,TO_PTN00123_LAG21,1,1000
PTN02303,1/1/1,TO_PTN00048_3/2/4,NA,NA
PTN01184,1/4/5,TO_PTN01820_1/1/1,1,100
PTN02284,1/2/5,TO_PTN02285_1/1/5,non trouve,non trouve
PTN01173,1/1/7,TO_PTN00343_5/1/4,NA,NA
PTN00024,1/1/3,TO_PTN01833_1/2/5,NA,NA
PTN00097,2/1/1,TO_PTN00098_LAG21,1,10
PTN00900,5/1/1,TO_PTN01235_1/2/5,1,100
PTN01464,1/6/1,TO_PTN01426_1/2/1,1,100
PTN01872,1/2/6,TO_PTN00899_4/1/24,1,100
PTN00900,1/1/1,TO_PTN00613_LAG22,1,10
PTN00610,2/1/4,TO_PTN01129_1/2/5,1,10
PTN00023,9/2/2,TO_PTN00024_LAG20,1,10
PTN00768,2/1/1,TO_PTN00772_1/1/1,1,10
PTN00610,2/1/3,TO_PTN02428_LAG-20,1,10
PTN00141,2/1/4,TO_PTN00041_LAG_23,1,10
PTN00041,10/1/6,TO_PTN00141_LAG_23,1,10
PTN00027,9/1/5,TO_PTN00488_LAG30,1,10
PTN00279,3/1/4,TO_PTN00278_3/2/5,1,100
PTN01806,1/1/5,TO_PTN00255_7/2/11,non trouve,non trouve
PTN00231,4/2/20,TO_PTN00926_1/1/7,NA,NA
PTN02378,1/1/5,TO_PTN00334_4/1/1,1,10
PTN01822,1/1/1,TO_PTN00429_1/3/7,NA,NA
PTN00987,1/1/7,TO_PTN01728_3/1/19,non trouve,non trouve
PTN00022,3/1/1,TO_PTN00024_LAG21,1,11
PTN00022,8/1/2,TO_PTN00122_LAG22_WDM_FTTA,1,10
PTN01157,1/1/7,TO_PTN00611_4/2/1,1,100
PTN00335,5/1/12,TO_PTN00597_1/1/7,NA,NA
PTN00851,3/1/5,TO_PTN00835_4/1/5,1,100
PTN00259,3/1/1,TO_PTN00766_LAG_23,1,10
PTN00719,1/1/7,TO_PTN00134_3/2/13,non trouve,non trouve
PTN01015,1/1/7,TO_PTN00458_4/2/9,non trouve,non trouve
PTN00975,1/1/2,TO_PTN00793_LAG21,1,30
PTN00566,2/1/1,TO_PTN00057_LAG_21,1,10
PTN01406,3/2/2,TO_PTN02375_1/1/2,NA,NA
PTN00543,1/2/16,TO_PTN02103_1/1/1,non trouve,non trouve
PTN00008,2/1/2,TO_PTN00007_LAG_23,1,10
PTN00145,4/1/21,TO_PTN02326_1/1/1,NA,NA
PTN00030,1/1/1,TO_PTN00230_LAG21,1,1000
PTN02007,3/2/10,TO_PTN01885_1/2/2,non trouve,non trouve
PTN02295,1/2/3,TO_PTN00173_1/8/1,1,10
PTN01853,1/1/7,TO_PTN01448_3/2/18,1,100
PTN00330,5/1/3,TO_PTN00910_3/1/3,1,100
PTN00001,3/1/2,TO_PTN02383_1/1/5,1,10
PTN01728,3/1/1,TO_PTN00136_5/1/11,1,70
PTN00897,1/1/4,TO_PTN00646_LAG-23,1,10
PTN01427,4/1/7,TO_PTN00650_3/2/5,1,90
PTN00333,1/1/3,TO_PTN00119_LAG21,1,10
PTN02385,3/1/22,TO_PTN00816_1/5/4,1,10
PTN00273,1/1/2,TO_PTN00272_LAG20,1,10
PTN01166,1/1/7,TO_PTN00792_4/2/3,NA,NA
PTN00042,5/1/11,TO_PTN00108_LAG21,1,10
PTN00248,2/1/4,TO_PTN00249_LAG20_WDM_FTTA,1,10
PTN02466,1/2/1,TO_PTN01460_1/5/1,1,1000
PTN01791,1/3/1,TO_PTN00914_4/2/5,1,100
PTN00211,3/2/18,TO_PTN01869_1/1/6,1,1000
PTN00057,5/2/2,TO_PTN00067_LAG25,1,10
PTN02194,1/1/4,TO_PTN02193_1/3/5,1,100
PTN00480,3/2/18,TO_PTN00814_1/3/8,non trouve,non trouve
PTN00845,1/1/7,TO_PTN00316_5/2/16,NA,NA
PTN01454,1/4/1,TO_PTN01449_1/2/4,1,100
PTN00900,4/2/3,TO_PTN01235_1/4/3,1,1000
PTN00649,1/1/4,TO_PTN00463_LAG-22,1,10
PTN00662,2/2/2,TO_PTN00663_2/2/1,1,100
PTN00060,1/1/2,TO_PTN00023_LAG23,1,10
PTN00112,3/2/13,TO_PTN01321_1/3/8,NA,NA
PTN01087,5/1/5,TO_PTN00566_LAG20,1,10
PTN02403,3/1/19,TO_PTN01341_1/4/5,1,10
PTN01401,4/1/1,TO_PTN00210_5/1/1,1,100
PTN00258,6/1/4,TO_PTN00259_LAG20,1,11
PTN00273,3/2/1,TO_PTN01732_1/3/1,1,100
PTN00892,2/1/2,TO_PTN01460_LAG22,1,100
PTN01214,1/1/7,TO_PTN00466_4/1/6,non trouve,non trouve
PTN00606,2/1/3,TO_PTN01081_LAG_21,1,10
PTN00238,5/1/2,TO_PTN00681_1/4/8,1,100
PTN01086,1/1/3,TO_PTN01458_LAG20,1,40
PTN00835,3/2/1,TO_PTN00850_2/2/1,1,100
PTN00051,1/2/10,TO_PTN02328_1/1/1,NA,NA
PTN01312,1/4/8,TO_PTN01311_1/4/5,1,1000
PTN00837,1/1/1,TO_PTN00118_1/2/52,NA,NA
PTN00108,5/1/11,TO_PTN00042_LAG21,1,10
PTN00251,8/1/1,TO_PTN00900_LAG_23,1,10
PTN00042,2/1/1,TO_PTN00034_LAG_24,1,10
PTN01417,1/4/8,TO_PTN02395_3/1/4,1,1000
PTN00006,3/1/1,TO_PTN00004_3/1/1,1,10
PTN00340,2/1/4,TO_PTN00342_LAG_21,1,10
PTN00692,1/1/1,TO_PTN00332_LAG20,1,50
